Net_Name,Route_Class,Reference_Domain,Topology,Impedance_Target,Geometry_Rule,Pair_Group,Pair_Mate,Length_Group,Length_Rule,Layer_Rule,Via_Rule,Priority,Source_Authority,Status
MIC_WAKE1,MIC_WAKE_SIGNAL,GND_MIC,POINT_TO_POINT_OR_CONTROLLED_OR_TREE,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
MIC_WAKE12_OR_1V8,MIC_WAKE_SIGNAL,GND_MIC,POINT_TO_POINT_OR_CONTROLLED_OR_TREE,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
MIC_WAKE2,MIC_WAKE_SIGNAL,GND_MIC,POINT_TO_POINT_OR_CONTROLLED_OR_TREE,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
MIC_WAKE3,MIC_WAKE_SIGNAL,GND_MIC,POINT_TO_POINT_OR_CONTROLLED_OR_TREE,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
MIC_WAKE34_OR_1V8,MIC_WAKE_SIGNAL,GND_MIC,POINT_TO_POINT_OR_CONTROLLED_OR_TREE,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
MIC_WAKE4,MIC_WAKE_SIGNAL,GND_MIC,POINT_TO_POINT_OR_CONTROLLED_OR_TREE,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
MIC_WAKE_OR_1V8,MIC_WAKE_SIGNAL,CROSS_GND_DIGITAL_GND_MIC_REVIEW_B,POINT_TO_POINT_OR_CONTROLLED_OR_TREE,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NOR_CLK_U1,EDGE_CLOCK,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_CONTROLLED_FANOUT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,OCTOSPI_U1,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NOR_CLK_U2,EDGE_CLOCK,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_CONTROLLED_FANOUT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,OCTOSPI_U2,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NOR_IO0_U1,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,OCTOSPI_U1,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NOR_IO0_U2,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,OCTOSPI_U2,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NOR_IO1_U1,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,OCTOSPI_U1,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NOR_IO1_U2,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,OCTOSPI_U2,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NOR_IO2_U1,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,OCTOSPI_U1,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NOR_IO2_U2,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,OCTOSPI_U2,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NOR_IO3_U1,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,OCTOSPI_U1,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NOR_IO3_U2,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,OCTOSPI_U2,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NOR_NCS_U2,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,OCTOSPI_U1;OCTOSPI_U2,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NRF_RESET_N,LOW_SPEED_CONTROL,GND_DIGITAL,POINT_TO_POINT_OR_STATIC_STRAP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_BLE_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NRF_SWCLK,EDGE_CLOCK,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_CONTROLLED_FANOUT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_BLE_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NRF_SWDIO,FIXTURE_DEBUG,GND_DIGITAL,POINT_TO_POINT_FIXTURE_ONLY,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_BLE_AUTHORITY_REV_A.md;hardware/PCB_MAIN_CONNECTOR_FIXTURE_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
NRST,FIXTURE_DEBUG,GND_DIGITAL,POINT_TO_POINT_FIXTURE_ONLY,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_CONNECTOR_FIXTURE_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PDM_CLK,EDGE_CLOCK,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_CONTROLLED_FANOUT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,PDM_DIGITAL,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PDM_CLK_1V8_FANOUT,EDGE_CLOCK,CROSS_GND_DIGITAL_GND_MIC_REVIEW_B,SOURCE_SERIES_SEGMENT_OR_CONTROLLED_FANOUT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,PDM_MIC_SIDE,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PDM_CLK_1V8_U7,EDGE_CLOCK,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_CONTROLLED_FANOUT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PDM_DATA1,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,PDM_DIGITAL,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PDM_DATA1_1V8,EDGE_DATA,CROSS_GND_DIGITAL_GND_MIC_REVIEW_B,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,PDM_MIC_SIDE,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PDM_DATA2,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,PDM_DIGITAL,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PDM_DATA2_1V8,EDGE_DATA,CROSS_GND_DIGITAL_GND_MIC_REVIEW_B,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,PDM_MIC_SIDE,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PDM_DATA3,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,PDM_DIGITAL,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PDM_DATA3_1V8,EDGE_DATA,CROSS_GND_DIGITAL_GND_MIC_REVIEW_B,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,PDM_MIC_SIDE,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PDM_DATA4,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,PDM_DIGITAL,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PDM_DATA4_1V8,EDGE_DATA,CROSS_GND_DIGITAL_GND_MIC_REVIEW_B,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,PDM_MIC_SIDE,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PWR_FAULT,LOW_SPEED_CONTROL,GND_DIGITAL,POINT_TO_POINT_OR_STATIC_STRAP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_MCU_PIN_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
PWR_GOOD,LOW_SPEED_CONTROL,GND_DIGITAL,POINT_TO_POINT_OR_STATIC_STRAP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_MCU_PIN_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
Q1_BASE,MODEM_SIM_CONTROL,GND_MODEM,POINT_TO_POINT_FAIL_CLOSED_CONTROL,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_CELLULAR_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
Q2_BASE,MODEM_SIM_CONTROL,GND_MODEM,POINT_TO_POINT_FAIL_CLOSED_CONTROL,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_CELLULAR_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
Q3_BASE,MODEM_SIM_CONTROL,GND_MODEM,POINT_TO_POINT_FAIL_CLOSED_CONTROL,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_DUAL_SIM_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
REV_STRAP0,FIXTURE_DEBUG,GND_DIGITAL,POINT_TO_POINT_FIXTURE_ONLY,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_CONNECTOR_FIXTURE_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
